Rank,Name,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13702,CHIBI MARUKO-CHAN DS: MARU-CHAN NO MACHI,1/1/2009,Puzzle,0,0,0.04,0,0.04
13706,NOVASTORM,1/1/1995,Shooter,0.02,0.02,0,0,0.04
13708,POPCAP ARCADE VOL 1,1/1/2007,Puzzle,0.04,0,0,0,0.04
13709,DEAD BALL ZONE,1/1/1998,Sports,0.02,0.02,0,0,0.04
13711,MEN OF WAR: VIETNAM,1/1/2011,Strategy,0,0.03,0,0.01,0.04
13712,NBA IN THE ZONE '99,1/1/1998,Sports,0.04,0,0,0,0.04
13713,WINNING POST WORLD 2010,1/1/2010,Sports,0,0,0.04,0,0.04
13714,DO-KONJOU SHOUGAKUSSEI: BON BITA - HADAKA NO CHOUJOU KETSUSEN!! BITA VS. DOKURO DEI!,1/1/2010,Action,0,0,0.04,0,0.04
13715,SWAT: TARGET LIBERTY,1/1/2007,Shooter,0.03,0,0,0,0.04
13717,HAUNTED CASINO,1/1/1996,Adventure,0,0,0.04,0,0.04
13719,OU TO MAOU TO 7-NIN NO HIMEGIMITACHI: SHIN OUSAMA MONOGATARI,1/1/2012,Action,0,0,0.04,0,0.04
13723,S.Y.K RENSHOUDEN PORTABLE,1/1/2011,Adventure,0,0,0.04,0,0.04
13724,METAL MAX RETURNS,1/1/1995,Role-Playing,0,0,0.04,0,0.04
13725,SHATTERED UNION,1/1/2005,Strategy,0.03,0.01,0,0,0.04
13726,OFF-ROAD DRIVE,1/1/2011,Racing,0,0.03,0,0.01,0.04
13727,HANAONI: YUME NO TSUDZUKI,1/1/2012,Action,0,0,0.04,0,0.04
13730,HARLEY-DAVIDSON: ROAD TRIP,1/1/2010,Racing,0.04,0,0,0,0.04
13732,GOGO'S CRAZY BONES,1/1/2012,Action,0,0.04,0,0,0.04
13733,MLB 2K12 / NBA 2K12 COMBO PACK,1/1/2012,Sports,0.04,0,0,0,0.04
13736,OOKAMI KAKUSHI,1/1/2009,Action,0,0,0.04,0,0.04
13738,NORTH AMERICAN HUNTING EXTRAVAGANZA 2,1/1/2010,Sports,0.03,0,0,0,0.04
13739,CITY BUILDER,1/1/2010,Misc,0.04,0,0,0,0.04
13740,PD ULTRAMAN BATTLE COLLECTION 64,1/1/1999,Strategy,0,0,0.04,0,0.04
13741,MONACO GRAND PRIX,1/1/1999,Racing,0.03,0.01,0,0,0.04
13744,LOONEY TUNES DUCK DODGERS STARRING: DAFFY DUCK,1/1/2000,Platform,0.03,0.01,0,0,0.04
13746,DEADLY ARTS,1/1/1998,Fighting,0.03,0.01,0,0,0.04
13747,KIKOU HEIDAN J-PHOENIX 2,1/1/2003,Action,0,0,0.04,0,0.04
13748,SENGOKU MUSOU 3 Z SPECIAL,1/1/2012,Action,0,0,0.04,0,0.04
13750,HARUKANARU TOKI NO NAKA DE 5,1/1/2011,Role-Playing,0,0,0.04,0,0.04
13751,METEOS: DISNEY MAGIC,1/1/2007,Puzzle,0.01,0.02,0,0,0.04
13752,WORMS 4: MAYHEM,1/1/2005,Strategy,0.03,0.01,0,0,0.04
13754,MONSTER HUNTER G,1/1/2012,Sports,0,0,0.48,0,0.48
13756,SUPER BLACK BASS FISHING,1/1/2005,Sports,0.04,0,0,0,0.04
13757,POINT BLANK 2,1/1/1998,Shooter,0.02,0.02,0,0,0.04
13759,GRAND THEFT AUTO: VICE CITY,1/1/2012,Racing,8.41,5.52,0.47,1.79,16.19
13760,SARU! GET YOU! PIPO SARU SENKI,1/1/2009,Role-Playing,0,0,0.04,0,0.04
13761,INFAMOUS: FIRST LIGHT,1/1/2014,Action,0,0.03,0,0.01,0.04
13762,J.LEAGUE PRO SOCCER CLUB O TSUKUROU! 8 EURO PLUS,1/1/2013,Sports,0,0,0.04,0,0.04
13763,IMABIKISOU,1/1/2007,Adventure,0,0,0.04,0,0.04
13764,LOGIC MACHINES,1/1/2009,Puzzle,0.04,0,0,0,0.04
13766,HAKUOUKI: REIMEIROKU PORTABLE,1/1/2011,Adventure,0,0,0.04,0,0.04
13767,SEGA AGES 2500 SERIES VOL. 33: FANTASY ZONE COMPLETE COLLECTION,1/1/2008,Shooter,0,0,0.04,0,0.04
13769,MOTTO TOEIC TEST DS TRAINING,1/1/2008,Misc,0,0,0.04,0,0.04
13770,SUPER ROBOT GAKUEN,1/1/2009,Adventure,0,0,0.04,0,0.04
13773,DOLLY KANON DOKIDOKI TOKIMEKI HIMITSU NO ONGAKU KATSUDOU START DESU!!,1/1/2014,Adventure,0,0,0.04,0,0.04
13774,EMPIRE EARTH III,1/1/2007,Strategy,0,0.03,0,0.01,0.04
13775,MIKE TYSON BOXING,1/1/2002,Sports,0.03,0.01,0,0,0.04
13776,JOJO'S FASHION SHOW: DESIGN IN A DASH!,1/1/2009,Simulation,0.04,0,0,0,0.04
13778,GO DIEGO GO!: SAFARI RESCUE,1/1/2008,Action,0.02,0.02,0,0.01,0.04
13779,DEAL OR NO DEAL: SPECIAL EDITION,1/1/2010,Misc,0.04,0,0,0,0.04
13782,FISHERMAN'S CHALLENGE,1/1/2003,Sports,0.02,0.02,0,0.01,0.04
13783,KATEKYOO HITMAN REBORN! BATTLE ARENA 2 - SPIRITS BURST,1/1/2009,Fighting,0,0,0.04,0,0.04
13784,AKKO NI OMAKASE! BRAIN SHOCK,1/1/2006,Misc,0,0,0.04,0,0.04
13786,GUILD WARS TRILOGY,1/1/2005,Role-Playing,0,0.03,0,0.01,0.04
13787,PATRICIAN IV,1/1/2010,Strategy,0.03,0,0,0,0.04
13789,KING OF FIGHTERS: MAXIMUM IMPACT REGULATION A,1/1/2007,Fighting,0,0,0.04,0,0.04
13792,DATE A LIVE: RINE UTOPIA,1/1/2013,Adventure,0,0,0.04,0,0.04
13794,DURARARA!! 3WAY STANDOFF: ALLEY,1/1/2011,Adventure,0,0,0.04,0,0.04
13798,FAMICOM MINI: CLU CLU LAND,1/1/2004,Puzzle,0,0,0.04,0,0.04
13800,METAL SLUG XX,1/1/2009,Shooter,0.03,0,0,0,0.04
13801,SACRED BLAZE,1/1/2009,Strategy,0,0,0.04,0,0.04
13802,ROLLIN' RASCALS,1/1/2009,Puzzle,0.04,0,0,0,0.04
13804,THOROUGHBRED BREEDER II PLUS,1/1/1995,Simulation,0,0,0.04,0,0.04
13805,PURE PINBALL,1/1/2004,Misc,0.03,0.01,0,0,0.04
13806,HANAONI: KOISOMERU KOKU - EIKYUU NO SHIRUSHI,1/1/2011,Adventure,0,0,0.04,0,0.04
13807,ZAC TO OMBRA: MABOROSHI NO YUUENCHI,1/1/2010,Adventure,0,0,0.04,0,0.04
13809,DAIKAIJUU BATTLE: ULTRA COLISEUM DX - ULTRA SENSHI DAISHUUKETSU,1/1/2010,Fighting,0,0,0.04,0,0.04
13811,PHANTOM BREAKER,1/1/2011,Fighting,0.02,0,0.02,0,0.04
13813,BROTHERS IN ARMS DS,1/1/2007,Shooter,0.03,0,0,0,0.04
13814,VALHALLA KNIGHTS 2: BATTLE STANCE,1/1/2009,Role-Playing,0,0,0.04,0,0.04
13815,99 NO NAMIDA,1/1/2008,Adventure,0,0,0.04,0,0.04
13817,CYBER TROOPERS VIRTUAL-ON MARZ,1/1/2003,Fighting,0.02,0.01,0,0,0.04
13819,OOKAMI TO KOUSHINRYOU: BOKU TO HORO NO ICHINEN,1/1/2008,Adventure,0,0,0.04,0,0.04
13824,THE CHASE: FELIX MEETS FELICITY,1/1/2009,Action,0.04,0,0,0,0.04
13825,STOKED: BIG AIR EDITION,1/1/2009,Sports,0.02,0.02,0,0,0.04
13829,HERC'S ADVENTURES,1/1/1997,Action,0.02,0.01,0,0,0.04
13830,TIGER WOODS PGA TOUR GOLF,1/1/2002,Sports,0.03,0.01,0,0,0.04
13832,NBA BALLERS: PHENOM,1/1/2015,Action,0.32,0.21,0,0.06,0.6
13833,ALL POINTS BULLETIN,1/1/2010,Role-Playing,0,0.03,0,0.01,0.04
13835,THE MOVIES,1/1/2005,Simulation,0.01,0.03,0,0.01,0.04
13836,SUPERCAR CHALLENGE,1/1/2009,Racing,0,0.03,0,0.01,0.04
13837,DREAMFALL: THE LONGEST JOURNEY,1/1/2006,Adventure,0.03,0.01,0,0,0.04
13838,THE SIMS 4: SPA DAY,1/1/2015,Simulation,0,0.04,0,0,0.04
13839,TOKIMEKI MAHJONG PARADISE: KOI NO TENPAI BEAT,1/1/1995,Misc,0,0,0.04,0,0.04
13840,YUKI YUNA IS A HERO: MEMORY OF THE FOREST,1/1/2015,Action,0,0,0.04,0,0.04
13843,BLUE ROSES: YOUSEI TO AOI HITOMI NO SENSHITACHI,1/1/2010,Adventure,0,0,0.04,0,0.04
13848,NHL BLADES OF STEEL 2000,1/1/1999,Sports,0.02,0.01,0,0,0.04
13849,OUTLAW VOLLEYBALL REMIXED,1/1/2004,Sports,0.02,0.01,0,0,0.04
13850,THE ADVENTURES OF DARWIN,1/1/2006,Strategy,0.01,0,0.03,0,0.04
13854,SUPREME COMMANDER: FORGED ALLIANCE,1/1/2007,Strategy,0.01,0.02,0,0.01,0.04
13855,KLONOA HEROES: DENSETSU NO STAR MEDAL,1/1/2002,Role-Playing,0,0,0.04,0,0.04
13856,HYPERDIMENSION NEPTUNIA VICTORY II,1/1/2015,Role-Playing,0,0,0.04,0,0.04
13857,PAJAMA SAM: YOU ARE WHAT YOU EAT FROM YOUR HEAD TO YOUR FEET,1/1/2001,Adventure,0.02,0.01,0,0,0.04
13858,SID MEIER'S RAILROADS!,1/1/2006,Simulation,0.01,0.03,0,0.01,0.04
13861,WARHAMMER: DARK OMEN,1/1/1998,Strategy,0.02,0.01,0,0,0.04
13863,DENKI BLOCKS!,1/1/2001,Puzzle,0.03,0.01,0,0,0.04
13864,A RESSHA DE IKOU DS,1/1/2009,Simulation,0,0,0.04,0,0.04
13866,TSURUGI NO MACHI NO IHOUJIN: KURO NO KYUUDEN,1/1/2015,Role-Playing,0,0,0.04,0,0.04
13868,BALLISTIC,1/1/1999,Puzzle,0.02,0.01,0,0,0.04
13869,PADDINGTON: ADVENTURES IN LONDON,1/1/2015,Puzzle,0,0.04,0,0,0.04
13871,CAESAR IV,1/1/2006,Strategy,0,0.03,0,0.01,0.04
13875,GUNDAM BATTLE ONLINE,1/1/2001,Action,0,0,0.04,0,0.04
13878,HOLLY HOBBIE & FRIENDS,1/1/2007,Misc,0.04,0,0,0,0.04
13879,KEVIN VAN DAM: BIG BASS CHALLENGE,1/1/2010,Sports,0.04,0,0,0,0.04
13880,STOLEN,1/1/2005,Action,0.02,0.01,0,0,0.04
13881,FRACTURE,1/1/2015,Action,0.26,0.18,0,0.06,0.5
13882,GLACIER2,1/1/2009,Racing,0.04,0,0,0,0.04
13884,MEMORIES OFF 6: T-WAVE,1/1/2008,Adventure,0,0,0.04,0,0.04
13888,BULLET GIRLS 2,1/1/2016,Action,0,0,0.04,0,0.04
13889,FAMICOM REMIX BEST CHOICE,1/1/2015,Action,0,0,0.04,0,0.04
13891,SLEEPOVER PARTY,1/1/2009,Misc,0.03,0,0,0,0.04
13892,100 CLASSIC GAMES,1/1/2011,Misc,0,0.03,0,0,0.04
13893,IDE YOSUKE NO MAHJONG KAZOKU,1/1/1995,Misc,0,0,0.04,0,0.04
13894,RICHARD BURNS RALLY,1/1/2004,Racing,0,0.03,0,0.01,0.04
13895,WRC: FIA WORLD RALLY CHAMPIONSHIP,1/1/2005,Racing,0.02,0.01,0,0.01,0.04
13896,QUIZ MOBILE GUNDAM: TOI SENSHI DX,1/1/2006,Puzzle,0,0,0.04,0,0.04
13897,R-TYPE COMMAND (CORRECT US SALES),1/1/2007,Strategy,0.04,0,0,0,0.04
13898,E.T. THE EXTRA-TERRESTRIAL: INTERPLANETARY MISSION,1/1/2001,Platform,0.02,0.01,0,0,0.04
13899,STORY HOUR: FAIRY TALES,1/1/2008,Adventure,0.04,0,0,0,0.04
13900,DYNASTY WARRIORS VOL. 2 (JP SALES),1/1/2006,Action,0,0,0.04,0,0.04
13901,COUNTDOWN VAMPIRES,1/1/1999,Adventure,0.02,0.01,0,0,0.04
13902,CRYPT KILLER,1/1/1997,Shooter,0.02,0.01,0,0,0.04
13903,TOKUMEI SENTAI GO-BUSTERS,1/1/2012,Action,0,0,0.04,0,0.04
13904,DRAMATIC SOCCER GAME: NIPPON DAIHYOU SENSHU NINAROU!,1/1/2002,Sports,0,0,0.04,0,0.04
13905,THE TREASURES OF MONTEZUMA,1/1/2010,Puzzle,0.02,0.02,0,0,0.04
13907,DR. SEUSS' THE CAT IN THE HAT,1/1/2004,Action,0.35,0.23,0,0.07,0.67
13908,BATTLE HUNTER,1/1/1999,Strategy,0.02,0.01,0,0,0.04
13909,PO'ED,1/1/1996,Shooter,0.02,0.01,0,0,0.04
13910,HEATHCLIFF! FRANTIC FOTO,1/1/2010,Misc,0.04,0,0,0,0.04
13911,ADIDAS POWER SOCCER,1/1/1996,Sports,0.02,0.01,0,0,0.04
13914,DARKLIGHT CONFLICT,1/1/1997,Simulation,0.02,0.01,0,0,0.04
13915,DRAGON BALL: ADVANCED ADVENTURE,1/1/2004,Action,0.03,0.01,0,0,0.04
13916,ART OF FIGHTING 3: THE PATH OF THE WARRIOR,1/1/1996,Fighting,0,0,0.04,0,0.04
13917,RABBIDS LAND,1/1/2012,Misc,0.02,0.01,0,0,0.04
13919,THE RIPPING FRIENDS,1/1/2002,Action,0.03,0.01,0,0,0.04
13922,HUNTER X HUNTER: WONDER ADVENTURE,1/1/2012,Action,0,0,0.04,0,0.04
13923,SUPER ARMY WAR,1/1/2005,Action,0.03,0.01,0,0,0.04
13924,AO NO EXORCIST: GENKOKU NO LABYRINTH,1/1/2012,Action,0,0,0.04,0,0.04
13926,ECHO NIGHT BEYOND,1/1/2004,Adventure,0.02,0.01,0,0,0.04
13927,MINNA NO CHIZU,1/1/2006,Misc,0,0,0.04,0,0.04
13929,TAIKOU RISSHIDEN V,1/1/2009,Strategy,0,0,0.04,0,0.04
13932,TRAIN SIMULATOR 2016,1/1/2015,Simulation,0,0.04,0,0,0.04
13938,THE IDOLM@STER: MUST SONGS - RED BOARD / BLUE BOARD,1/1/2015,Misc,0,0,0.04,0,0.04
13939,JIKKYOU WORLD SOCCER 2002,1/1/2002,Sports,0,0,0.04,0,0.04
13940,TENSHOU GAKUEN GEKKOUROKU,1/1/2006,Adventure,0,0,0.04,0,0.04
13942,AQUANAUT'S HOLIDAY: KAKUSARETA KIROKU,1/1/2008,Adventure,0,0,0.04,0,0.04
13943,REAL SOCCER 2008,1/1/2007,Sports,0.03,0,0,0,0.04
13944,LITTLE RED RIDING HOOD'S ZOMBIE BBQ,1/1/2008,Shooter,0.03,0,0,0,0.04
13945,TEXAS HOLD 'EM POKER DS,1/1/2005,Misc,0.03,0,0,0,0.04
13947,APB RELOADED,1/1/2011,Role-Playing,0.02,0.01,0,0,0.04
13948,RAILROAD TYCOON 3,1/1/2003,Strategy,0,0.03,0,0.01,0.04
13949,MAGICAL STARSIGN (JP SALES),1/1/2006,Role-Playing,0,0,0.04,0,0.04
13951,DT CARNAGE,1/1/2009,Racing,0.03,0,0,0,0.04
13953,TEENAGE ZOMBIES: INVASION OF THE ALIEN BRAIN THINGYS,1/1/2008,Adventure,0.03,0,0,0,0.04
13955,SPONGEBOB'S BOATING BASH,1/1/2014,Action,0.39,0.08,0,0.04,0.51
13958,RUGBY 08,1/1/2007,Sports,0.02,0.01,0,0,0.04
13959,GOPETS: VACATION ISLAND,1/1/2008,Simulation,0.03,0,0,0,0.04
13961,CY GIRLS,1/1/2004,Action,0.02,0.01,0,0,0.04
13963,DA CAPO I & II PLUS SITUATION PORTABLE,1/1/2010,Adventure,0,0,0.04,0,0.04
13965,HISSHOU PACHINKO*PACHI-SLOT KOURYAKU SERIES DS VOL. 5: SHINSEIKI EVANGELION - TAMASHII NO KISEKI,1/1/2010,Misc,0,0,0.04,0,0.04
13966,BUBBLE BOBBLE DOUBLE SHOT,1/1/2007,Puzzle,0.03,0,0,0,0.04
13968,MONSTER HUNTER FRONTIER ONLINE: SEASON 9.0,1/1/2010,Role-Playing,0,0,0.04,0,0.04
13970,C.O.R.E.,1/1/2009,Shooter,0.03,0,0,0,0.04
13971,GARFIELD: THE SEARCH FOR POOKY,1/1/2003,Platform,0.03,0.01,0,0,0.04
13973,GALAXY FIGHT,1/1/1994,Fighting,0,0,0.04,0,0.04
13974,CHAOS WARS,1/1/2006,Strategy,0,0,0.04,0,0.04
13975,STEAMBOT CHRONICLES,1/1/2005,Role-Playing,0.02,0.01,0,0,0.04
13976,TOKI NO KIZUNA: SEKIGAHARA KITAN,1/1/2012,Action,0,0,0.04,0,0.04
13977,MR. DRILLER,1/1/1999,Puzzle,0.02,0.01,0,0,0.04
13978,NORN9: NORN + NONETTE,1/1/2013,Adventure,0,0,0.04,0,0.04
13980,SIMPLE DS SERIES VOL. 15: THE KANSHIKIKAN 2 - ARATANARU 8-TSU NO JIKEN WO TOUCH SEYO,1/1/2007,Adventure,0,0,0.04,0,0.04
13981,GUMBY VS. THE ASTROBOTS,1/1/2005,Action,0.03,0.01,0,0,0.04
13983,DORAEMON: SHIN NOBITA NO NIHON TANJOU,1/1/2016,Misc,0,0,0.04,0,0.04
13984,HISSHOU PACHINKO*PACHI-SLOT KOURYAKU SERIES VOL. 13: SHINSEIKI EVANGELION - YAKUSOKU NO TOKI,1/1/2008,Misc,0,0,0.04,0,0.04
13985,WORMS: ULTIMATE MAYHEM,1/1/2011,Strategy,0,0.03,0,0,0.04
13989,TEARS TO TIARA ANECDOTES: THE SECRET OF AVALON,1/1/2009,Strategy,0,0,0.04,0,0.04
13990,LEGASISTA,1/1/2012,Role-Playing,0,0,0.04,0,0.04
13991,FATAL FURY: BATTLE ARCHIVES VOLUME 1,1/1/2006,Fighting,0.02,0.01,0,0,0.04
13992,THE NIGHT OF THE RABBIT,1/1/2013,Adventure,0,0.03,0,0,0.04
13993,HARUKANARU TOKI NO NAKA DE 3: UNMEI NO MEIKYUU AIZOUBAN,1/1/2009,Adventure,0,0,0.04,0,0.04
13995,NICKELODEON PARTY BLAST,1/1/2015,Sports,0.35,0.1,0,0.02,0.47
13998,FADING SHADOWS,1/1/2008,Puzzle,0.03,0,0,0,0.04
13999,FORMULA 1 06,1/1/2006,Racing,0,0,0.04,0,0.04
14000,WITHOUT WARNING,1/1/2005,Shooter,0.02,0.01,0,0,0.04
14001,"MINNA DE JIBUN NO SETSUMEISHO: B-KATA, A-KATA, AB-KATA, O-KATA",1/1/2008,Misc,0,0,0.04,0,0.04
14003,AGE OF MYTHOLOGY: THE TITANS,1/1/2003,Strategy,0.01,0.02,0,0,0.04
14004,FIGHTING VIPERS 2,1/1/2000,Fighting,0,0,0.04,0,0.04
14007,12-SAI. KOISURU DIARY,1/1/2016,Adventure,0,0,0.04,0,0.04
14008,WORMS: OPEN WARFARE,1/1/2011,Action,0.16,0.46,0,0.25,0.86
14010,BEATDOWN: FISTS OF VENGEANCE,1/1/2005,Action,0.03,0.01,0,0,0.04
14012,MONSTER FORCE,1/1/2002,Shooter,0.03,0.01,0,0,0.04
14013,WORLD OF GOO,1/1/2008,Puzzle,0,0.03,0,0.01,0.04
14015,CLOCK ZERO: SHUUEN NO ICHIBYOU PORTABLE,1/1/2011,Adventure,0,0,0.04,0,0.04
14017,TRICK X LOGIC: SEASON 2,1/1/2010,Adventure,0,0,0.04,0,0.04
14018,CHALLENGE ME: WORD PUZZLES,1/1/2011,Puzzle,0.03,0,0,0,0.04
14019,HAKUOUKI: ZUISOUROKU,1/1/2009,Adventure,0,0,0.04,0,0.04
14022,DERBY TSUKU 5: DERBY UMA O TSUKUROU!,1/1/2006,Sports,0,0,0.04,0,0.04
14023,S.T.A.L.K.E.R.: CLEAR SKY,1/1/2008,Shooter,0,0.03,0,0.01,0.04
14025,SD GUNDAM FORCE: SHOWDOWN!,1/1/2004,Shooter,0.02,0.01,0,0,0.04
14026,RAY GIGANT,1/1/2015,Role-Playing,0,0,0.04,0,0.04
14027,NEGIMA!? 3-JIKANME ~KOI TO MAHOU TO SEKAIJU DENSETSU~,1/1/2006,Adventure,0,0,0.04,0,0.04
14028,FLOW: URBAN DANCE UPRISING,1/1/2005,Misc,0.02,0.01,0,0,0.04
14029,AILU DE PUZZLE,1/1/2012,Action,0,0,0.04,0,0.04
14031,TRUE PINBALL,1/1/1996,Misc,0.02,0.01,0,0,0.04
14032,JANE'S HOTEL,1/1/2010,Simulation,0.03,0,0,0,0.04
14033,STADIUM GAMES,1/1/2003,Sports,0.03,0.01,0,0,0.04
14035,POWER PLAY POOL,1/1/2006,Sports,0.03,0,0,0,0.04
14036,J-LEAGUE PRO STRIKER 2,1/1/1994,Sports,0,0,0.04,0,0.04
14038,CAESAR III,1/1/1998,Strategy,0,0.03,0,0.01,0.04
14039,SUPER ROBOT TAISEN: SCRAMBLE COMMANDER THE 2ND,1/1/2007,Strategy,0,0,0.04,0,0.04
14040,MAHJONG TAIKAI,1/1/2004,Misc,0,0,0.04,0,0.04
14042,ESPGALUDA II BLACK LABEL,1/1/2010,Shooter,0,0,0.04,0,0.04
14045,HOT POTATO!,1/1/2001,Action,0.03,0.01,0,0,0.04
14050,DECEPTION III: DARK DELUSION,1/1/1999,Role-Playing,0.02,0.01,0,0,0.04
14051,GOTHIC UNIVERSE,1/1/2007,Role-Playing,0,0.03,0,0.01,0.04
14052,ULTIMATE GAME ROOM,1/1/2009,Misc,0.03,0,0,0,0.04
14055,NOBUNAGA'S AMBITION II,1/1/2015,Strategy,0,0,0.04,0,0.04
14056,DARKSTAR ONE,1/1/2006,Simulation,0,0.03,0,0.01,0.04
14059,MONSTER KINGDOM: JEWEL SUMMONER,1/1/2006,Role-Playing,0,0,0.04,0,0.04
14060,COOK WARS,1/1/2009,Misc,0.03,0,0,0,0.04
14061,KUROSHITSUJI: PHANTOM & GHOST,1/1/2009,Action,0,0,0.04,0,0.04
14062,PETZ: CATZ PLAYGROUND,1/1/2010,Simulation,0.03,0,0,0,0.04
14063,PIRATES: DUELS ON THE HIGH SEAS,1/1/2008,Action,0.03,0,0,0,0.04
14064,FUSHIGI NO DUNGEON: FUURAI NO SHIREN 5 - FORTUNE TOWER TO UNMEI NO DICE,1/1/2010,Role-Playing,0,0,0.04,0,0.04
14065,SINS OF A SOLAR EMPIRE: TRINITY,1/1/2010,Strategy,0,0.03,0,0.01,0.04
14066,SHIN KOIHIME MUSOU: OTOME RYOURAN * SANGOKUSHI ENGI - SHU-HEN,1/1/2010,Adventure,0,0,0.04,0,0.04
14067,MAHJONG 300,1/1/2011,Puzzle,0,0.03,0,0,0.04
14069,SEGA ARCADE GALLERY,1/1/2003,Misc,0.03,0.01,0,0,0.04
14071,ASTROLOGY DS,1/1/2009,Misc,0.03,0,0,0,0.04
14072,"MY WORLD, MY WAY (US SALES)",1/1/2008,Role-Playing,0.04,0,0,0,0.04
14073,PLANESCAPE: TORMENT,1/1/1998,Role-Playing,0.01,0.02,0,0.01,0.04
14074,TAO ADVENTURE: CURSE DEMON,1/1/2005,Role-Playing,0.03,0,0,0,0.04
14076,SHADOWS OF THE DAMNED,1/1/2005,Action,0.21,0.15,0.05,0.06,0.47
14077,DOUBLE VALUE!: ATV THUNDER RIDGE RIDERS / MONSTER TRUCKS MAYHEM,1/1/2007,Racing,0.03,0,0,0,0.04
14078,A GAME OF THRONES: GENESIS,1/1/2011,Strategy,0,0.03,0,0.01,0.04
14079,HOTEL GIANT 2,1/1/2008,Strategy,0,0.03,0,0.01,0.04
14081,BLACK STONE: MAGIC & STEEL,1/1/2003,Role-Playing,0.03,0.01,0,0,0.04
14083,PUYO POP FEVER(US SALES),1/1/2004,Puzzle,0.03,0,0,0,0.04
14085,ASSASSIN'S CREED CHRONICLES: CHINA,1/1/2015,Action,0,0.03,0,0.01,0.04
14088,PAINKILLER: HELL WARS,1/1/2006,Shooter,0.03,0.01,0,0,0.04
14095,CASTLEVANIA BLOODLINES,1/1/1994,Platform,0,0,0.04,0,0.04
14096,HAKUOUKI: ZUISOUROKU DS,1/1/2011,Adventure,0,0,0.04,0,0.04
14097,MIGHT & MAGIC X: LEGACY,1/1/2014,Role-Playing,0,0.03,0,0,0.04
14099,LUMINOUS ARC 3,1/1/2009,Role-Playing,0,0,0.04,0,0.04
14101,NEED FOR SPEED RIVALS,1/1/2011,Strategy,1.92,2.39,0.09,0.7,5.11
14102,REBEL RAIDERS: OPERATION NIGHTHAWK,1/1/2006,Simulation,0.02,0.01,0,0,0.03
14104,ZENKOKU DEKOTORA MATSURI,1/1/2008,Racing,0,0,0.03,0,0.03
14107,ALIENATORS: EVOLUTION CONTINUES,1/1/2001,Action,0.03,0.01,0,0,0.03
14109,MARINES: MODERN URBAN COMBAT,1/1/2010,Shooter,0.03,0,0,0,0.03
14110,DORAMOJI: NOBITA NO KANJI DAISAKUSEN,1/1/2015,Misc,0,0,0.03,0,0.03
14111,GEKIATSU!! PACHI GAME TAMASHI: CR EVANGELION - HAJIMARI NO FUKUIN,1/1/2010,Misc,0,0,0.03,0,0.03
14112,SUPREME RULER: COLD WAR,1/1/2011,Strategy,0,0.03,0,0.01,0.03
14113,TRAVEL COACH: EUROPE 1,1/1/2008,Misc,0,0.03,0,0,0.03
14117,THE IDOLMASTER: GRAVURE FOR YOU! VOL. 4,1/1/2012,Misc,0,0,0.03,0,0.03
14119,KATEKYOO HITMAN REBORN! DS: FATE OF HEAT II - UNMEI NO FUTARI,1/1/2009,Role-Playing,0,0,0.03,0,0.03
14121,ASTERIX & OBELIX: KICK BUTTIX,1/1/2004,Action,0.02,0.01,0,0,0.03
14122,RADIANT SILVERGUN,1/1/1998,Shooter,0,0,0.03,0,0.03
14123,BOUNTY HOUNDS,1/1/2006,Action,0.03,0,0,0,0.03
14124,CARE BEARS - CARE QUEST,1/1/2005,Action,0.02,0.01,0,0,0.03
14125,JIKKYOU POWERFUL PRO YAKYUU 2010,1/1/2010,Simulation,0,0,0.47,0,0.47
14126,COOKING MAMA: MY SWEETS SHOP,1/1/2014,Simulation,0,0,0.03,0,0.03
14127,CHAMPIONSHIP MANAGER SEASON 01/02,1/1/2001,Sports,0,0.03,0,0.01,0.03
14128,EVEN IN A GAME LISTEN TO ME GIRLS. I AM YOUR FATHER!,1/1/2012,Action,0,0,0.03,0,0.03
14129,TOKYO MAJIN GAKUEN: KENFUUCHOU,1/1/2008,Adventure,0,0,0.03,0,0.03
14130,BOBOBOUBO BOUBOBO: OUGI 87.5 BAKURETSU HANAGE SHINKEN,1/1/2002,Action,0,0,0.03,0,0.03
14131,ZATCH BELL! ELECTRIC ARENA,1/1/2003,Fighting,0.02,0.01,0,0,0.03
14132,BOULDER DASH: ROCKS!,1/1/2007,Puzzle,0,0.03,0,0,0.03
14134,THE VOID,1/1/2008,Adventure,0,0.03,0,0.01,0.03
14136,DAITO GIKEN PREMIUM PACHI-SLOT COLLECTION: YOSHIMUNE,1/1/2006,Misc,0,0,0.03,0,0.03
14137,MAXIMUM RACING: DRAG & STOCK RACER,1/1/2010,Racing,0.03,0,0,0,0.03
14138,SKY DANCERS,1/1/2005,Action,0.02,0.01,0,0,0.03
14142,CLEVER KIDS: PIRATES,1/1/2008,Misc,0,0.03,0,0,0.03
14144,THE ADVENTURES OF JIMMY NEUTRON BOY GENIUS: ATTACK OF THE TWONKIES,1/1/2014,Sports,0.82,0.38,0,0.08,1.28
14145,GEKIATSU!! PACHI GAME TAMASHI MAX: EVANGELION 7 X SEIMEI NO KODOU,1/1/2012,Misc,0,0,0.03,0,0.03
14147,THE LEGEND OF HEROES: TRAILS IN THE SKY SC EVOLUTION,1/1/2015,Role-Playing,0,0,0.03,0,0.03
