Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14123,BOUNTY HOUNDS,PSP,2006.0,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03
14124,CARE BEARS - CARE QUEST,GBA,2005.0,Action,Game Factory,0.02,0.01,0.0,0.0,0.03
14125,APACHE: AIR ASSAULT,PC,2010.0,Simulation,Just Flight,0.0,0.03,0.0,0.01,0.03
14126,COOKING MAMA: MY SWEETS SHOP,3DS,2014.0,Simulation,Office Create,0.0,0.0,0.03,0.0,0.03
14127,CHAMPIONSHIP MANAGER SEASON 01/02,PC,2001.0,Sports,Eidos Interactive,0.0,0.03,0.0,0.01,0.03
14128,EVEN IN A GAME LISTEN TO ME GIRLS. I AM YOUR FATHER!,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14129,TOKYO MAJIN GAKUEN: KENFUUCHOU,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
14130,BOBOBOUBO BOUBOBO: OUGI 87.5 BAKURETSU HANAGE SHINKEN,GBA,2002.0,Action,Hudson Soft,0.0,0.0,0.03,0.0,0.03
14131,ZATCH BELL! ELECTRIC ARENA,GBA,2003.0,Fighting,Banpresto,0.02,0.01,0.0,0.0,0.03
14132,BOULDER DASH: ROCKS!,DS,2007.0,Puzzle,10TACLE Studios,0.0,0.03,0.0,0.0,0.03
14133,NHRA DRAG RACING: COUNTDOWN TO THE CHAMPIONSHIP,PSP,2007.0,Racing,THQ,0.03,0.0,0.0,0.0,0.03
14134,THE VOID,PC,2008.0,Adventure,Mamba Games,0.0,0.03,0.0,0.01,0.03
14135,TOCA RACE DRIVER 3,XB,2006.0,Racing,Codemasters,0.03,0.01,0.0,0.0,0.03
14136,DAITO GIKEN PREMIUM PACHI-SLOT COLLECTION: YOSHIMUNE,PS2,2006.0,Misc,Daito,0.0,0.0,0.03,0.0,0.03
14137,MAXIMUM RACING: DRAG & STOCK RACER,Wii,2010.0,Racing,Nordic Games,0.03,0.0,0.0,0.0,0.03
14138,SKY DANCERS,GBA,2005.0,Action,Crave Entertainment,0.02,0.01,0.0,0.0,0.03
14139,SILENT SCOPE,GBA,2002.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
14140,RESIDENT EVIL 4 HD,PS4,2016.0,Shooter,Capcom,0.03,0.0,0.0,0.01,0.03
14141,WORLD SERIES OF POKER: TOURNAMENT OF CHAMPIONS 2007 EDITION,PS2,2006.0,Misc,Activision,0.02,0.01,0.0,0.0,0.03
14142,CLEVER KIDS: PIRATES,DS,2008.0,Misc,Midas Interactive Entertainment,0.0,0.03,0.0,0.0,0.03
14143,YGGDRA UNION: WE'LL NEVER FIGHT ALONE,GBA,2006.0,Role-Playing,Sting,0.0,0.0,0.03,0.0,0.03
14144,TOUR DE FRANCE 2014,PS4,2014.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03
14145,GEKIATSU!! PACHI GAME TAMASHI MAX: EVANGELION 7 X SEIMEI NO KODOU,PS3,2012.0,Misc,Fields,0.0,0.0,0.03,0.0,0.03
14146,RAPALA TOURNAMENT FISHING!,X360,2006.0,Sports,Activision,0.03,0.0,0.0,0.0,0.03
14147,THE LEGEND OF HEROES: TRAILS IN THE SKY SC EVOLUTION,PSV,2015.0,Role-Playing,Kadokawa Games,0.0,0.0,0.03,0.0,0.03
14148,PREY,PC,2006.0,Shooter,Take-Two Interactive,0.0,0.03,0.0,0.01,0.03
14149,WANGAN MIDNIGHT,PS3,2007.0,Racing,Genki,0.0,0.0,0.03,0.0,0.03
14150,ESPN NBA 2NIGHT 2002,PS2,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
14151,CABELA'S DANGEROUS HUNTS 2,GC,2005.0,Sports,Activision,0.03,0.01,0.0,0.0,0.03
14152,SPONGEBOB: HEROPANTS,3DS,2015.0,Platform,Activision,0.03,0.0,0.0,0.0,0.03
14153,KEKKAISHI: KOKUBOUROU NO KAGE,Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14154,TRAP GUNNER: COUNTDOWN TO OBLIVION,PS,1998.0,Strategy,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
14155,SUZUMIYA HARUHI NO TSUISOU,PS3,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14156,MAME GOMA: SHIRO TO KURO NO MEIKYUU,3DS,2012.0,Action,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14157,"CROUCHING TIGER, HIDDEN DRAGON",GBA,2003.0,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03
14158,CLASH OF ELEMENTALISTS,3DS,2013.0,Action,Unknown,0.0,0.03,0.0,0.0,0.03
14159,SIMPLE DS SERIES VOL. 8: THE KANSHIKIKAN - KINKYUU SHUTSUDOU!! JIKEN GENBA WO TOUCH SEYO,DS,2006.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14160,HARUKANARU TOKI NO NAKA DE YUMENOUKIHASHI SPECIAL,PS2,2009.0,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14161,RISE OF NATIONS: RISE OF LEGENDS,PC,2006.0,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.03
14162,SABRE WULF,GBA,,Platform,THQ,0.02,0.01,0.0,0.0,0.03
14163,TSUYO KISS: MIGHTY HEART,PS2,2006.0,Adventure,Princess Soft,0.0,0.0,0.03,0.0,0.03
14164,ZOO TYCOON,PC,2001.0,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.03
14165,GACHAROKU,PS2,2002.0,Misc,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14166,SX SUPERSTAR,GC,2003.0,Racing,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.03
14167,CAKE MANIA: BAKER'S CHALLENGE,PSP,2008.0,Puzzle,Destineer,0.03,0.0,0.0,0.0,0.03
14168,MOTOGP,PSP,2006.0,Racing,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03
14169,ZOO VET: ENDANGERED ANIMALS,DS,2008.0,Simulation,505 Games,0.03,0.0,0.0,0.0,0.03
14170,DEER DRIVE: LEGENDS,3DS,2012.0,Action,Maximum Family Games,0.03,0.0,0.0,0.0,0.03
14171,DRIVEN,GBA,2001.0,Racing,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03
14172,RED FACTION II,GC,2003.0,Shooter,THQ,0.03,0.01,0.0,0.0,0.03
14173,CRIMINAL GIRLS 2,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14174,SD GUNDAM G GENERATION: GATHER BEAT 2,WS,2001.0,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14175,ORIGINAL STORY FROM FAIRY TAIL: GEKITOTSU! KARDIA DAISEIDOU,DS,2011.0,Role-Playing,Hudson Soft,0.0,0.0,0.03,0.0,0.03
14176,WHO WANTS TO BE A MILLIONAIRE: 1ST EDITION,Wii,2007.0,Misc,Ubisoft,0.0,0.03,0.0,0.0,0.03
14177,DIABOLIK LOVERS: DARK FATE,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
14178,BATTLE ENGINE AQUILA,PS2,2003.0,Shooter,Atari,0.02,0.01,0.0,0.0,0.03
14179,ASTONISHIA STORY,PSP,2006.0,Role-Playing,Ubisoft,0.03,0.0,0.0,0.0,0.03
14180,NOBUNAGA'S AMBITION: SPHERE OF INFLUENCE - SENGOKU RISSHIDEN,PS3,2016.0,Misc,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14181,SPECIAL FORCES: NEMESIS STRIKE,XB,2005.0,Shooter,Hip Interactive,0.03,0.01,0.0,0.0,0.03
14182,WOMEN'S VOLLEYBALL CHAMPIONSHIP,PS2,2007.0,Sports,Spike,0.0,0.0,0.03,0.0,0.03
14183,JUNIOR ISLAND ADVENTURE,DS,2011.0,Puzzle,Unknown,0.03,0.0,0.0,0.0,0.03
14184,JIKKYOU POWERFUL PRO YAKYUU WII KETTEIBAN,Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14185,MX VS. ATV SUPERCROSS,PS3,2014.0,Racing,Nordic Games,0.02,0.01,0.0,0.01,0.03
14186,RAKUSHOU! PACHI-SLOT SENGEN 5: RIO PARADISE,PS2,2007.0,Misc,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14187,SACRA TERRA: ANGELIC NIGHT,PC,2011.0,Puzzle,Avanquest,0.01,0.02,0.0,0.01,0.03
14188,TEENAGE MUTANT NINJA TURTLES: MUTANTS IN MANHATTAN,XOne,2016.0,Action,Activision,0.02,0.01,0.0,0.0,0.03
14189,BATTLE ASSAULT 3 FEATURING GUNDAM SEED,PS2,2004.0,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
14190,CRIMSON TEARS,PS2,2004.0,Role-Playing,Capcom,0.02,0.01,0.0,0.0,0.03
14191,HAYATE NO GOTOKU! OJOUSAMA PRODUCE DAISAKUSEN BOKU IRO NI SOMARE! OYASHIKI-HEN,DS,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14192,BATMAN FOREVER: THE ARCADE GAME,PS,1996.0,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
14193,ROMANCE OF THE THREE KINGDOMS (3DS),3DS,2013.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14194,ELECTROPLANKTON,DS,2005.0,Misc,Nintendo,0.01,0.0,0.02,0.0,0.03
14195,CABELA'S OUTDOOR ADVENTURES,GC,2005.0,Sports,Activision,0.03,0.01,0.0,0.0,0.03
14196,MAKAI SENKI DISGAEA 4: FUUKA & DESCO-HEN HAJIME MASHITA,PS3,2011.0,Strategy,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14197,BACKYARD NFL FOOTBALL 2006,GBA,2005.0,Sports,Atari,0.02,0.01,0.0,0.0,0.03
14198,GAME OF THRONES (TELLTALE),X360,2015.0,Adventure,Telltale Games,0.02,0.01,0.0,0.0,0.03
14199,MASHIRO IRO SYMPHONY: *MUTSU-NO-HANA,PSP,2011.0,Adventure,Comfort,0.0,0.0,0.03,0.0,0.03
14201,MONSTER GUARDIANS,GBA,2001.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14202,SUNDAY VS MAGAZINE SHUUKETSU! CHOUJOU DAIKESSEN,PSP,2009.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14203,AN AMERICAN TAIL: FIEVEL'S GOLD RUSH,GBA,2002.0,Platform,Conspiracy Entertainment,0.02,0.01,0.0,0.0,0.03
14204,DEAD OR ALIVE XTREME 3: VENUS,PSV,2016.0,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14205,DIABOLIK LOVERS: MORE BLOOD,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14206,MAGNA CARTA PORTABLE,PSP,2006.0,Role-Playing,Banpresto,0.0,0.0,0.03,0.0,0.03
14207,RED FACTION: GUERRILLA,PC,2009.0,Shooter,THQ,0.0,0.03,0.0,0.01,0.03
14208,THE ITALIAN JOB,GC,2003.0,Racing,Eidos Interactive,0.03,0.01,0.0,0.0,0.03
14209,CRAZY CHICKEN: STAR KARTS,DS,2008.0,Racing,Phenomedia,0.03,0.0,0.0,0.0,0.03
14210,DETECTIVE CONAN: PHANTOM RHAPSODY,3DS,2014.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14211,SUPER DODGEBALL BRAWLERS (JP SALES),DS,2008.0,Sports,Arc System Works,0.0,0.0,0.03,0.0,0.03
14212,MAKAI SENKI DISGAEA PORTABLE: TSUUSHIN TAISEN HAJIME MASHITA,PSP,2007.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14213,M&MS SHELL SHOCKED,PS,2001.0,Action,Berkeley,0.02,0.01,0.0,0.0,0.03
14214,RACE ON,PC,2009.0,Racing,bitComposer Games,0.0,0.03,0.0,0.01,0.03
14215,K-ON! AFTER SCHOOL LIVE!! HD VER.,PS3,2012.0,Action,Sega,0.0,0.0,0.03,0.0,0.03
14216,METAL GEAR SOLID: THE ESSENTIAL COLLECTION (JP SALES),PS2,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14217,OVERLORD II,PC,2009.0,Action,Codemasters,0.0,0.03,0.0,0.01,0.03
14218,YOUNG JUSTICE: LEGACY,Wii,2013.0,Action,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03
14219,3D BASEBALL,PS,1996.0,Sports,BMG Interactive Entertainment,0.02,0.01,0.0,0.0,0.03
14220,PACHITTE CHONMAGE TATSUJIN 12: PACHINKO ULTRAMAN,PS2,2007.0,Misc,Hackberry,0.0,0.0,0.03,0.0,0.03
14221,FIRST QUEEN: ORNIC SENKI,SNES,1994.0,Role-Playing,Culture Brain,0.0,0.0,0.03,0.0,0.03
14222,CALL OF JUAREZ: BOUND IN BLOOD,PC,2009.0,Shooter,Ubisoft,0.0,0.03,0.0,0.01,0.03
14223,DREAM C CLUB ZERO,X360,2011.0,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03
14224,SHINING STARS,DS,2008.0,Action,"Destination Software, Inc",0.03,0.0,0.0,0.0,0.03
14225,TAIL CONCERTO,PS,1998.0,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
14226,THE SUM OF ALL FEARS,GC,2003.0,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.03
14227,JAMES POND: CODENAME ROBOCOD,GBA,2005.0,Platform,Play It,0.02,0.01,0.0,0.0,0.03
14228,YUMI'S ODD ODYSSEY,3DS,2013.0,Platform,Agatsuma Entertainment,0.0,0.0,0.03,0.0,0.03
14229,NIGHT HEAD: THE LABYRINTH,PS,1995.0,Adventure,Fuji,0.0,0.0,0.03,0.0,0.03
14230,JOJO'S BIZARRE ADVENTURE: EYES OF HEAVEN,PS4,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14231,ANGLER'S CLUB: ULTIMATE BASS FISHING 3D,3DS,2011.0,Sports,D3Publisher,0.0,0.03,0.0,0.0,0.03
14232,UTAWARERUMONO PORTABLE,PSP,2009.0,Role-Playing,Aqua Plus,0.0,0.0,0.03,0.0,0.03
14233,GAIA SAVER HERO SAIDAI NO SAKUSEN,SNES,1994.0,Role-Playing,Banpresto,0.0,0.0,0.03,0.0,0.03
14234,EVERBLUE 2,PS2,2002.0,Adventure,Capcom,0.02,0.01,0.0,0.0,0.03
14235,EMMA AT THE FARM,DS,2008.0,Adventure,Aspyr,0.03,0.0,0.0,0.0,0.03
14236,NASCAR HEAT EVOLUTION,PS4,2016.0,Racing,Dusenberry Martin Racing,0.03,0.0,0.0,0.01,0.03
14237,HIGURASHI NO NAKU KORO NI KIZUNA: DAI-SAN-KAN - RASEN,DS,2009.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03
14238,THE SIMS 2: GLAMOUR LIFE STUFF,PC,2006.0,Simulation,Electronic Arts,0.0,0.03,0.0,0.01,0.03
14239,SAFARI ADVENTURES: AFRICA,Wii,2007.0,Adventure,Neko Entertainment,0.03,0.0,0.0,0.0,0.03
14240,SUMMER ATHLETICS: THE ULTIMATE CHALLENGE,X360,2008.0,Sports,DTP Entertainment,0.02,0.01,0.0,0.0,0.03
14241,PRINCE OF PERSIA: THE FORGOTTEN SANDS,PC,2010.0,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03
14242,YUMEIRO PATISSIERE: MY SWEETS COOKING,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14243,DAITO GIKEN KOUSHIKI PACHI-SLOT SIMULATOR: YOSHIMUNE PORTABLE,PSP,2006.0,Misc,Daito,0.0,0.0,0.03,0.0,0.03
14244,CLANNAD,PS3,2011.0,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03
14245,MAXIMUM RACING: GP CLASSIC RACING,Wii,2010.0,Racing,Nordic Games,0.03,0.0,0.0,0.0,0.03
14246,TRIALS FUSION,PC,2014.0,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03
14247,RUGBY LEAGUE LIVE 3,PS3,2015.0,Action,Tru Blu Entertainment,0.0,0.03,0.0,0.0,0.03
14248,POWERSLAVE,PS,1996.0,Shooter,BMG Interactive Entertainment,0.02,0.01,0.0,0.0,0.03
14249,LEGEND OF THE DRAGON,PSP,2007.0,Fighting,Game Factory,0.03,0.0,0.0,0.0,0.03
14250,PROJECT GOTHAM RACING 2 (JP WEEKLY SALES),XB,2003.0,Action,Microsoft Game Studios,0.0,0.0,0.03,0.0,0.03
14251,UKIYO NO SHISHI,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14252,THE BINDING OF ISAAC,PC,2012.0,Action,Unknown,0.0,0.03,0.0,0.0,0.03
14253,CT SPECIAL FORCES,GBA,2002.0,Action,LSP Games,0.02,0.01,0.0,0.0,0.03
14254,FIFA WORLD CUP: GERMANY 2006,GBA,2006.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03
14255,JEWEL MASTER: CRADLE OF ROME,Wii,2008.0,Puzzle,Rondomedia,0.03,0.0,0.0,0.0,0.03
14256,MIDNIGHT MYSTERIES: THE EDGAR ALLAN POE CONSPIRACY,PC,2009.0,Adventure,GSP,0.0,0.03,0.0,0.01,0.03
14257,BEASTLY,Wii,2011.0,Misc,Unknown,0.03,0.0,0.0,0.0,0.03
14258,CRASH TIME: AUTOBAHN PUSUIT,X360,2008.0,Racing,RTL,0.03,0.0,0.0,0.0,0.03
14259,EARTHWORM JIM 2,GBA,2002.0,Platform,Vivendi Games,0.02,0.01,0.0,0.0,0.03
14260,GARFIELD: A TALE OF TWO KITTIES,DS,2006.0,Platform,Game Factory,0.03,0.0,0.0,0.0,0.03
14261,TAMAGOTCHI NO DOKI DOKI DREAM OMISECCHI,3DS,2013.0,Simulation,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14262,TOUSHIN TOSHI,3DS,2014.0,Role-Playing,imageepoch Inc.,0.0,0.0,0.03,0.0,0.03
14263,SUUJIN TAISEN,DS,2007.0,Strategy,Nintendo,0.0,0.0,0.03,0.0,0.03
14264,SBK 2011: FIM SUPERBIKE WORLD CHAMPIONSHIP,PC,2011.0,Racing,Black Bean Games,0.0,0.03,0.0,0.01,0.03
14265,DRIV3R,GBA,2005.0,Racing,Atari,0.02,0.01,0.0,0.0,0.03
14266,STREET SUPREMACY,PSP,2005.0,Racing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03
14267,COMBAT MISSION: SHOCK FORCE,PC,2007.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03
14268,ROME: TOTAL WAR - GOLD EDITION,PC,2006.0,Strategy,Sega,0.0,0.03,0.0,0.01,0.03
14269,HOUSE M.D.,DS,2010.0,Adventure,Mindscape,0.02,0.01,0.0,0.0,0.03
14270,MYSTERY CASE FILES: RAVENHEARST,PC,2007.0,Puzzle,Focus Home Interactive,0.01,0.02,0.0,0.01,0.03
14271,YOKAI WATCH DANCE: JUST DANCE SPECIAL VERSION,WiiU,2015.0,Misc,Level 5,0.0,0.0,0.03,0.0,0.03
14272,RIVER KING: MYSTIC VALLEY (JP SALES),DS,2007.0,Sports,Rising Star Games,0.0,0.0,0.03,0.0,0.03
14273,WINNING POST WORLD,PS2,2009.0,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14274,JIG-A-PIX: WILD WORLD,DS,2009.0,Puzzle,Zushi Games,0.03,0.01,0.0,0.0,0.03
14275,BEST FRIENDS TONIGHT,DS,2010.0,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.03
14276,BEYOND THE LABYRINTH,3DS,,Role-Playing,Unknown,0.0,0.0,0.03,0.0,0.03
14277,LIVING LEGENDS: FROZEN BEAUTY,PC,2014.0,Action,Big Fish Games,0.0,0.03,0.0,0.0,0.03
14278,SUPER HERO GENERATION,PS3,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14279,.HACK: SEKAI NO MUKOU NI + VERSUS,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14280,SEA PARK TYCOON,DS,2010.0,Simulation,Foreign Media Games,0.02,0.01,0.0,0.0,0.03
14281,DISNEY SPORTS SOCCER,GC,2002.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.03
14282,COOKING MAMA 5: BON APPETIT!,3DS,2013.0,Simulation,Office Create,0.0,0.0,0.03,0.0,0.03
14283,MAME GOMA: HONOBO NO NIKKI,DS,2007.0,Simulation,TDK Core,0.0,0.0,0.03,0.0,0.03
14284,GUITAR HERO: WORLD TOUR,PC,2009.0,Misc,Aspyr,0.0,0.03,0.0,0.01,0.03
14285,NANCY DREW: ALIBI IN ASHES,PC,2011.0,Adventure,Her Interactive,0.03,0.0,0.0,0.0,0.03
14286,THE WALKING DEAD: SEASON ONE,PC,2012.0,Adventure,Avanquest Software,0.0,0.03,0.0,0.01,0.03
14287,ULTIMATE BLOCK PARTY,PSP,2004.0,Puzzle,505 Games,0.03,0.0,0.0,0.0,0.03
14288,DISNEY'S HIDE & SNEAK,GC,2003.0,Action,Capcom,0.03,0.01,0.0,0.0,0.03
14289,SUPER ROBOT TAISEN OG SAGA: MASOU KISHIN III - PRIDE OF JUSTICE,PSV,2013.0,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14290,NOBUNAGA NO YABOU: KAKUSHIN WITH POWER-UP KIT,PS2,2008.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14291,RAW DANGER!,PS2,2006.0,Action,505 Games,0.02,0.01,0.0,0.0,0.03
14292,ARTHUR AND THE INVISIBLES,DS,2007.0,Adventure,Atari,0.03,0.0,0.0,0.0,0.03
14293,FLIPPER CRITTERS,DS,2007.0,Simulation,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03
14294,MEDAROT 9: KABUTO VER. / KUWAGATA VER.,3DS,2015.0,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03
14295,MONSTER RANCHER HOP-A-BOUT,PS,2000.0,Action,Tecmo Koei,0.02,0.01,0.0,0.0,0.03
14296,FOTO SHOWDOWN,DS,2010.0,Role-Playing,Unknown,0.03,0.0,0.0,0.0,0.03
14297,CUSTOM BEAT BATTLE: DRAGLADE 2,DS,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14298,GOTOUCHI KENKEI DS,DS,2006.0,Misc,Spike,0.0,0.0,0.03,0.0,0.03
14299,BIKKURIMAN DAIJITEN,DS,,Misc,,0.0,0.0,0.03,0.0,0.03
14300,ACCEL WORLD: GINYOKU NO KAKUSEI,PS3,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14301,ELF BOWLING 1 & 2,GBA,2005.0,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03
14302,MEN OF WAR,PC,2009.0,Strategy,505 Games,0.01,0.02,0.0,0.01,0.03
14303,TOY SHOP,DS,2008.0,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
14304,METROID PRIME: FEDERATION FORCE,3DS,2016.0,Action,Nintendo,0.02,0.01,0.01,0.0,0.03
14305,GUNGRIFFON: ALLIED STRIKE,XB,2004.0,Simulation,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03
14306,STACKED WITH DANIEL NEGREANU,PSP,2006.0,Misc,Myelin Media,0.03,0.0,0.0,0.0,0.03
14307,VITAMIN X EVOLUTION,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14308,SARU! GET YOU! SARUSARU DAISAKUSEN,PSP,2007.0,Platform,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14309,SONIC BOOM: FIRE & ICE,3DS,2016.0,Platform,Sega,0.03,0.0,0.0,0.0,0.03
14310,THE FLINTSTONES: BIG TROUBLE IN BEDROCK,GBA,2001.0,Platform,Swing! Entertainment,0.02,0.01,0.0,0.0,0.03
14311,HALLOWED LEGENDS: SAMHAIN,PC,2011.0,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.01,0.03
14312,CAPTAIN MORGANE AND THE GOLDEN TURTLE,DS,2012.0,Adventure,Reef Entertainment,0.0,0.03,0.0,0.0,0.03
14313,SEKAI NO HATE MADE ITTE Q! CHINJUU HUNTER MONO NO DAIBOUKEN,DS,2010.0,Misc,Kamui,0.0,0.0,0.03,0.0,0.03
14314,SILVERLICIOUS,DS,2012.0,Action,,0.03,0.0,0.0,0.0,0.03
14315,MAJESTY 2: THE FANTASY KINGDOM SIM,X360,,Simulation,Unknown,0.03,0.0,0.0,0.0,0.03
14316,GAKUSEN TOSHI ASTERISK FESTA: HOUKA KENRAN,PSV,2016.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14317,BEATMANIA IIDX 14 GOLD,PS2,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14318,POPCAP ARCADE VOL 2,X360,2009.0,Misc,PopCap Games,0.03,0.0,0.0,0.0,0.03
14319,TORIKO: ULTIMATE SURVIVAL,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14320,BIG ICHIGEKI! PACHI-SLOT TAIKOURYKU UNIVERSAL MUSEUM,SAT,1996.0,Misc,ASK,0.0,0.0,0.03,0.0,0.03
14321,VEGAS CASINO,DS,2007.0,Misc,Neko Entertainment,0.03,0.0,0.0,0.0,0.03
14322,MONSTER HIGH: NEW GHOUL IN SCHOOL,Wii,2015.0,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03
14323,MADOU MONOGATARI,SAT,1998.0,Role-Playing,Compile,0.0,0.0,0.03,0.0,0.03
14324,BIKER MICE FROM MARS,DS,2007.0,Racing,Game Factory,0.03,0.0,0.0,0.0,0.03
14325,SMART GIRL'S WINTER WONDERLAND,DS,2008.0,Misc,UFO Interactive,0.03,0.0,0.0,0.0,0.03
14326,TORK: PREHISTORIC PUNK,XB,2005.0,Platform,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03
14327,TOGAINU NO CHI: TRUE BLOOD,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.03,0.0,0.03
14328,ONNA NO KO TO MISSHITSU NI ITARA **SHICHAU KAMOSHIRENAI,3DS,2012.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14329,CHICKEN SHOOT 2,GBA,2005.0,Adventure,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14330,NEVERWINTER NIGHTS,PC,2002.0,Role-Playing,Atari,0.0,0.03,0.0,0.01,0.03
14331,EAST INDIA COMPANY COLLECTION,PC,2010.0,Misc,Paradox Interactive,0.0,0.03,0.0,0.0,0.03
14332,BATTLE VS. CHESS,X360,2011.0,Misc,TopWare Interactive,0.0,0.03,0.0,0.0,0.03
14333,THE INNER WORLD,PC,2013.0,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03
14334,PACHINKO KAMEN RIDER: SHOCKER ZENMETSU DAISAKUSEN,PS2,2008.0,Misc,Hackberry,0.0,0.0,0.03,0.0,0.03
14335,UNDERGROUND POOL,DS,2007.0,Sports,UFO Interactive,0.03,0.0,0.0,0.0,0.03
14336,ACCEL WORLD: GINYOKU NO KAKUSEI,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
